,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,FPS4,FPS5,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
34,nba.p.10126,Adama,Sanogo,C,CHI,MIN,MIN@CHI,8:00PM EST,10,3.4, , ,2024-11-07,10126,1,Adama Sanogo,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,10126,P,2.0,0.5,0.5,0.0,0.0,0.0,3.35,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
35,nba.p.10265,Matas,Buzelis,SF,CHI,MIN,MIN@CHI,8:00PM EST,12,6.9, , ,2024-11-07,10265,1,Matas Buzelis,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,10265,P,2.6,1.9,0.4,0.4,0.1,0.3,6.68,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
36,nba.p.4660,Patty,Mills,PG,UTA,MIL,UTA@MIL,8:00PM EST,10,8.4, , ,2024-11-07,4660,0,Patty Mills,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,4660,P,3.1,0.9,1.6,0.6,0.3,0.7,8.58,14.7,3.2,11.7,7.2,6.0,12.295000000000002,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.3281913424682485
37,nba.p.5357,Jordan,Clarkson,SG,UTA,MIL,UTA@MIL,8:00PM EST,25,22.3,INJ, ,2024-11-07,5357,0,Jordan Clarkson,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,5357,P,13.0,3.8,3.4,0.4,0.2,2.2,22.26,11.1,30.5,22.0,13.2,34.5,31.375000000000004,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.3349980762892655
38,nba.p.5769,Lauri,Markkanen,SF,UTA,MIL,UTA@MIL,8:00PM EST,39,28.3,INJ, ,2024-11-07,5769,0,Lauri Markkanen,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,5769,P,18.0,7.3,1.8,0.3,0.0,1.8,28.56,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
39,nba.p.5832,John,Collins,PF,UTA,MIL,UTA@MIL,8:00PM EST,28,33.5, , ,2024-11-07,5832,0,John Collins,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,5832,P,16.6,7.7,2.9,0.9,1.0,2.1,33.79,52.1,32.5,35.7,30.4,31.700000000000003,52.84,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.5037364357178368
40,nba.p.6019,Collin,Sexton,PG,UTA,MIL,UTA@MIL,8:00PM EST,30,22.5, , ,2024-11-07,6019,0,Collin Sexton,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6019,P,15.0,2.3,2.7,0.9,0.3,2.7,22.71,38.9,16.2,29.1,4.9,31.799999999999997,34.540000000000006,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.3073262564417325
41,nba.p.6058,Svi,Mykhailiuk,SG,UTA,MIL,UTA@MIL,8:00PM EST,10,11.2, , ,2024-11-07,6058,0,Svi Mykhailiuk,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6058,P,6.0,1.0,2.0,1.0,0.0,2.0,11.2,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
42,nba.p.6109,Drew,Eubanks,C,UTA,MIL,UTA@MIL,8:00PM EST,12,11.9, , ,2024-11-07,6109,0,Drew Eubanks,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6109,P,3.8,3.6,1.2,0.2,0.8,1.0,11.92,10.3,20.7,16.5,2.7,9.4,15.840000000000002,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.35234857426440663
43,nba.p.6575,Jason,Preston,PG,UTA,MIL,UTA@MIL,8:00PM EST,10,9.1, , ,2024-11-07,6575,0,Jason Preston,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6575,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
44,nba.p.6655,Micah,Potter,PF,UTA,MIL,UTA@MIL,8:00PM EST,10,8.7, , ,2024-11-07,6655,0,Micah Potter,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6655,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
45,nba.p.6712,Walker,Kessler,C,UTA,MIL,UTA@MIL,8:00PM EST,22,35.3, , ,2024-11-07,6712,0,Walker Kessler,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6712,P,10.0,11.9,1.3,0.6,3.0,1.6,35.43,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
46,nba.p.6762,Johnny,Juzang,SG,UTA,MIL,UTA@MIL,8:00PM EST,10,10.4, , ,2024-11-07,6762,0,Johnny Juzang,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,6762,P,6.3,1.3,0.8,0.8,0.0,0.8,10.66,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
47,nba.p.10100,Keyonte,George,PG,UTA,MIL,UTA@MIL,8:00PM EST,20,28.9, , ,2024-11-07,10100,0,Keyonte George,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10100,P,16.4,2.9,6.9,0.6,0.1,3.4,28.93,51.7,28.4,20.3,27.3,30.5,48.215,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,0.6435032768241806
48,nba.p.10110,Taylor,Hendricks,SF,UTA,MIL,UTA@MIL,8:00PM EST,18,20.0,INJ, ,2024-11-07,10110,0,Taylor Hendricks,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10110,P,4.7,5.0,0.7,1.7,1.3,0.7,20.05,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
49,nba.p.10122,Brice,Sensabaugh,SF,UTA,MIL,UTA@MIL,8:00PM EST,13,8.8, , ,2024-11-07,10122,0,Brice Sensabaugh,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10122,P,5.7,2.0,0.6,0.4,0.0,1.4,8.8,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
50,nba.p.10127,Oscar,Tshiebwe,C,UTA,MIL,UTA@MIL,8:00PM EST,10,7.2, , ,2024-11-07,10127,0,Oscar Tshiebwe,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10127,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
51,nba.p.10282,Isaiah,Collier,PG,UTA,MIL,UTA@MIL,8:00PM EST,16,0.0,INJ, ,2024-11-07,10282,0,Isaiah Collier,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10282,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
52,nba.p.10283,Cody,Williams,SF,UTA,MIL,UTA@MIL,8:00PM EST,17,11.9, , ,2024-11-07,10283,0,Cody Williams,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10283,P,4.6,3.1,1.4,0.6,0.1,0.7,11.82,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
53,nba.p.10315,Kyle,Filipowski,C,UTA,MIL,UTA@MIL,8:00PM EST,16,11.6, , ,2024-11-07,10315,0,Kyle Filipowski,103.13,117.51,110.92,117.25,1.0,1.0,6.0,6.0,1.0,2.0,6.0,5.0,-14.71,-6.57,1.99,0.91,-12.73,-5.66,103.2,110.8,117.6,117.3,101.6,100.8,0.32,0.278,0.431,0.428,0.545,0.556,11.2,10.2,27.6,18.2,0.16,0.19,71.6,79.9,Delta Center,Fiserv Forum,72700.0,35131.0,10315,P,5.5,4.2,1.2,0.2,0.0,1.2,11.74,,,,,,,0.95,1.0,1.0312999999999999,1.0119999999999998,4.523333333333333,1.2177777777777776,0.2210759027266028,0.8211678832116789,0.2692213215426185,1.0,
54,nba.p.4472,Brook,Lopez,C,MIL,UTA,UTA@MIL,8:00PM EST,25,28.5, , ,2024-11-07,4472,1,Brook Lopez,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,4472,P,10.9,5.3,1.4,1.1,2.4,1.6,28.26,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
55,nba.p.5012,Damian,Lillard,PG,MIL,UTA,UTA@MIL,8:00PM EST,42,42.0, , ,2024-11-07,5012,1,Damian Lillard,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5012,P,27.6,4.6,6.7,0.4,0.3,3.3,41.97,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
56,nba.p.5073,Khris,Middleton,SF,MIL,UTA,UTA@MIL,8:00PM EST,31,31.2,INJ, ,2024-11-07,5073,1,Khris Middleton,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5073,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
57,nba.p.5185,Giannis,Antetokounmpo,PF,MIL,UTA,UTA@MIL,8:00PM EST,56,55.3,GTD, ,2024-11-07,5185,1,Giannis Antetokounmpo,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5185,P,31.0,12.3,6.3,0.5,0.5,3.0,55.21,69.7,61.2,44.0,48.9,55.7,83.62,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,0.42869218521904756
58,nba.p.5480,Delon,Wright,PG,MIL,UTA,UTA@MIL,8:00PM EST,10,5.4, , ,2024-11-07,5480,1,Delon Wright,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5480,P,2.1,0.6,0.9,0.3,0.3,0.4,5.57,0.0,0.19999999999999996,15.2,0.5,4.4,4.1850000000000005,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,0.12014864927999998
59,nba.p.5482,Bobby,Portis,C,MIL,UTA,UTA@MIL,8:00PM EST,23,27.3, , ,2024-11-07,5482,1,Bobby Portis,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5482,P,12.4,9.1,1.0,0.6,0.9,1.9,27.42,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
60,nba.p.5501,Pat,Connaughton,SF,MIL,UTA,UTA@MIL,8:00PM EST,10,11.7, , ,2024-11-07,5501,1,Pat Connaughton,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5501,P,4.3,3.3,1.9,0.3,0.1,0.6,11.71,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
61,nba.p.5643,Taurean,Prince,SF,MIL,UTA,UTA@MIL,8:00PM EST,13,19.3, , ,2024-11-07,5643,1,Taurean Prince,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,5643,P,8.1,4.7,1.9,1.1,0.0,0.7,19.19,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
62,nba.p.6048,Gary,Trent Jr.,SG,MIL,UTA,UTA@MIL,8:00PM EST,21,13.1, , ,2024-11-07,6048,1,Gary Trent Jr.,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,6048,P,8.0,1.6,1.0,0.9,0.0,0.9,13.22,6.9,5.699999999999999,14.4,21.1,10.0,16.945,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,0.23165714991746023
63,nba.p.6714,MarJon,Beauchamp,SG,MIL,UTA,UTA@MIL,8:00PM EST,10,2.1, , ,2024-11-07,6714,1,MarJon Beauchamp,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,6714,P,1.8,0.4,0.0,0.2,0.0,0.8,2.08,3.4000000000000004,3.0,5.0,-1.0,0.0,2.46,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,0.07062501247999999
64,nba.p.6734,Ryan,Rollins,PG,MIL,UTA,UTA@MIL,8:00PM EST,10,3.3, , ,2024-11-07,6734,1,Ryan Rollins,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,6734,P,1.6,0.6,0.4,0.0,0.2,0.2,3.32,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
65,nba.p.6755,AJ,Green,PG,MIL,UTA,UTA@MIL,8:00PM EST,10,9.1, , ,2024-11-07,6755,1,AJ Green,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,6755,P,6.3,1.3,0.7,0.2,0.0,0.3,9.21,28.7,0.0,4.2,5.5,11.7,16.76,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,0.4811687842133331
66,nba.p.6782,Stanley,Umude,SG,MIL,UTA,UTA@MIL,8:00PM EST,10,9.8, , ,2024-11-07,6782,1,Stanley Umude,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,6782,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
67,nba.p.10082,Andre,Jackson Jr.,SF,MIL,UTA,UTA@MIL,8:00PM EST,10,9.3, , ,2024-11-07,10082,1,Andre Jackson Jr.,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,10082,P,2.7,2.7,1.2,0.7,0.3,1.3,9.44,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
68,nba.p.10088,Chris,Livingston,PF,MIL,UTA,UTA@MIL,8:00PM EST,10,2.7, , ,2024-11-07,10088,1,Chris Livingston,110.92,117.25,103.13,117.51,1.0,1.0,6.0,6.0,2.0,1.0,5.0,6.0,-6.57,-14.71,0.91,1.99,-5.66,-12.73,110.8,103.2,117.3,117.6,100.8,101.6,0.278,0.32,0.428,0.431,0.556,0.545,10.2,11.2,18.2,27.6,0.19,0.16,79.9,71.6,Fiserv Forum,Delta Center,35131.0,72700.0,10088,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1092,1.0119999999999998,1.2177777777777776,4.523333333333333,0.8211678832116789,0.2210759027266028,1.0,0.2692213215426185,
