,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,FPS4,FPS5,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
10,nba.p.6594,Luka,Garza,C,MIN,CHI,MIN@CHI,8:00PM EST,10,2.4, , ,2024-11-07,6594,0,Luka Garza,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,6594,P,1.0,2.0,0.0,0.0,0.0,1.0,2.4,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
11,nba.p.6626,Daishen,Nix,PG,MIN,CHI,MIN@CHI,8:00PM EST,11,3.3, , ,2024-11-07,6626,0,Daishen Nix,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,6626,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
12,nba.p.6735,Josh,Minott,SF,MIN,CHI,MIN@CHI,8:00PM EST,10,4.8, , ,2024-11-07,6735,0,Josh Minott,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,6735,P,2.5,1.5,0.0,0.0,0.5,1.0,4.8,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
13,nba.p.10050,Leonard,Miller,SF,MIN,CHI,MIN@CHI,8:00PM EST,10,3.7, , ,2024-11-07,10050,0,Leonard Miller,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,10050,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
14,nba.p.10086,Jaylen,Clark,SG,MIN,CHI,MIN@CHI,8:00PM EST,10,0.0, , ,2024-11-07,10086,0,Jaylen Clark,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,10086,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
15,nba.p.10280,Terrence,Shannon Jr.,SG,MIN,CHI,MIN@CHI,8:00PM EST,14,-1.0, , ,2024-11-07,10280,0,Terrence Shannon Jr.,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,10280,P,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
16,nba.p.10281,Rob,Dillingham,PG,MIN,CHI,MIN@CHI,8:00PM EST,17,4.5, , ,2024-11-07,10281,0,Rob Dillingham,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,10281,P,2.0,0.0,2.0,0.0,0.0,0.5,4.5,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
17,nba.p.10387,Jesse,Edwards,C,MIN,CHI,MIN@CHI,8:00PM EST,10,0.0, , ,2024-11-07,10387,0,Jesse Edwards,114.77,112.76,107.77,113.69,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,2.0,-6.38,-0.82,-1.78,1.18,-8.16,114.8,107.5,112.8,113.5,97.3,105.1,0.278,0.253,0.494,0.473,0.518,0.537,11.3,10.4,21.6,21.2,0.196,0.166,74.8,79.7,Target Center,United Center,75912.0,59559.0,10387,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1477,1.0119999999999998,1.278888888888889,3.847777777777778,0.7819287576020851,0.2598902685532775,0.9522154648132058,0.31648859370488014,
18,nba.p.4897,Nikola,Vucevic,C,CHI,MIN,MIN@CHI,8:00PM EST,36,41.7, , ,2024-11-07,4897,1,Nikola Vucevic,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,4897,P,20.8,10.8,3.6,0.5,0.9,1.5,41.86,31.5,56.0,51.7,44.3,39.9,60.96500000000001,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5287779917971119
19,nba.p.5324,Zach,LaVine,SF,CHI,MIN,MIN@CHI,8:00PM EST,28,33.6,GTD, ,2024-11-07,5324,1,Zach LaVine,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,5324,P,22.7,5.5,2.7,0.8,0.5,3.7,33.55,26.2,26.5,41.6,39.3,37.5,47.879999999999995,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5339387054052358
20,nba.p.5764,Lonzo,Ball,PG,CHI,MIN,MIN@CHI,8:00PM EST,14,13.4,INJ, ,2024-11-07,5764,1,Lonzo Ball,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,5764,P,4.7,2.7,3.7,0.0,0.3,1.0,13.39,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
21,nba.p.5893,Torrey,Craig,PF,CHI,MIN,MIN@CHI,8:00PM EST,10,1.2, , ,2024-11-07,5893,1,Torrey Craig,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,5893,P,0.0,1.0,0.0,0.0,0.0,0.0,1.2,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
22,nba.p.6043,Jevon,Carter,SG,CHI,MIN,MIN@CHI,8:00PM EST,10,6.0, , ,2024-11-07,6043,1,Jevon Carter,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6043,P,2.5,1.0,0.5,0.5,0.0,0.0,5.95,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
23,nba.p.6169,Coby,White,PG,CHI,MIN,MIN@CHI,8:00PM EST,32,32.0, , ,2024-11-07,6169,1,Coby White,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6169,P,19.0,3.9,4.6,1.3,0.1,2.8,31.98,15.7,44.8,28.8,28.9,29.9,42.61,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.41577354234863106
24,nba.p.6234,Talen,Horton-Tucker,SG,CHI,MIN,MIN@CHI,8:00PM EST,13,8.7, , ,2024-11-07,6234,1,Talen Horton-Tucker,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6234,P,3.8,2.0,1.7,0.0,0.2,0.5,8.85,19.4,23.2,4.5,2.4000000000000004,0.0,14.764999999999997,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.3546381010035225
25,nba.p.6396,Patrick,Williams,SF,CHI,MIN,MIN@CHI,8:00PM EST,16,19.0, , ,2024-11-07,6396,1,Patrick Williams,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6396,P,8.0,5.4,1.8,0.8,0.5,1.9,19.18,12.7,20.4,14.7,23.4,17.7,26.500000000000004,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5171555443435216
26,nba.p.6402,Jalen,Smith,C,CHI,MIN,MIN@CHI,8:00PM EST,14,17.7, , ,2024-11-07,6402,1,Jalen Smith,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6402,P,8.7,5.1,0.4,0.6,0.3,0.4,17.72,10.0,19.1,13.0,28.9,11.2,24.575,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5481012399888752
27,nba.p.6548,Josh,Giddey,SG,CHI,MIN,MIN@CHI,8:00PM EST,28,31.2, , ,2024-11-07,6548,1,Josh Giddey,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6548,P,14.1,6.6,6.3,0.8,0.1,2.9,31.27,20.6,27.9,32.2,42.7,43.6,47.425000000000004,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5288647264796013
28,nba.p.6555,Chris,Duarte,SF,CHI,MIN,MIN@CHI,8:00PM EST,10,6.1, , ,2024-11-07,6555,1,Chris Duarte,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6555,P,4.3,0.7,0.7,0.0,0.0,0.0,6.19,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
29,nba.p.6580,Ayo,Dosunmu,PG,CHI,MIN,MIN@CHI,8:00PM EST,22,22.5, , ,2024-11-07,6580,1,Ayo Dosunmu,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6580,P,9.5,5.4,4.3,0.0,0.5,1.4,22.53,16.0,40.5,19.9,25.8,28.6,36.495,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,0.5179716388560361
30,nba.p.6651,DJ,Steward,PG,CHI,MIN,MIN@CHI,8:00PM EST,10,0.0, , ,2024-11-07,6651,1,DJ Steward,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6651,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
31,nba.p.6708,Dalen,Terry,SF,CHI,MIN,MIN@CHI,8:00PM EST,10,8.8, , ,2024-11-07,6708,1,Dalen Terry,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6708,P,3.3,1.5,1.0,0.6,0.4,0.8,8.8,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
32,nba.p.6731,E.J.,Liddell,C,CHI,MIN,MIN@CHI,8:00PM EST,10,2.5, , ,2024-11-07,6731,1,E.J. Liddell,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,6731,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
33,nba.p.10083,Julian,Phillips,PF,CHI,MIN,MIN@CHI,8:00PM EST,10,8.8, , ,2024-11-07,10083,1,Julian Phillips,107.77,113.69,114.77,112.76,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,-6.38,2.0,-1.78,-0.82,-8.16,1.18,107.5,114.8,113.5,112.8,105.1,97.3,0.253,0.278,0.473,0.494,0.537,0.518,10.4,11.3,21.2,21.6,0.166,0.196,79.7,74.8,United Center,Target Center,59559.0,75912.0,10083,P,4.1,1.5,0.5,0.9,0.0,0.5,8.85,,,,,,,0.95,1.0,1.0776999999999999,1.0119999999999998,3.847777777777778,1.278888888888889,0.2598902685532775,0.7819287576020851,0.31648859370488014,0.9522154648132058,
