,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPPG_std,FPS1,FPS2,FPS3,FPS4,FPS5,C,PF,PG,SF,SG,U,F,G,FPPG_lowerbound,FPPG_upperbound,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score,log_Value_Score_with_std
10,nba.p.6707,Tari,Eason,SF,HOU,DET,HOU@DET,3:00PM EST,24,26.4, , ,2024-11-10,6707,0,Tari Eason,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,6707,P,11.1,4.7,1.2,1.9,1.0,0.8,26.44,12.543623878289717,28.2,24.3,17.5,57.3,25.8,False,False,False,True,False,True,True,False,13.856376121710282,38.94362387828971,45.53,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,0.7210222782574353,-2.062997411993857
11,nba.p.6806,Nate,Williams,SG,HOU,DET,HOU@DET,3:00PM EST,10,5.4, , ,2024-11-10,6806,0,Nate Williams,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,6806,P,3.0,2.0,0.0,0.0,0.0,0.0,5.4,,,,,,,False,False,False,False,True,True,False,True,,,,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,,
12,nba.p.10108,Amen,Thompson,SF,HOU,DET,HOU@DET,3:00PM EST,29,22.1, , ,2024-11-10,10108,0,Amen Thompson,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,10108,P,10.2,6.0,2.0,0.7,0.4,1.7,22.0,10.25261484261996,25.9,29.2,30.299999999999997,40.2,18.3,False,False,False,True,False,True,True,False,11.84738515738004,32.352614842619964,38.59,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,0.5057536851268252,-2.0113069717894314
13,nba.p.10118,Cam,Whitmore,SF,HOU,DET,HOU@DET,3:00PM EST,14,9.1, , ,2024-11-10,10118,0,Cam Whitmore,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,10118,P,6.1,1.6,0.4,0.1,0.1,0.4,8.82,4.562163229580166,9.7,6.9,7.7,5.2,16.6,False,False,False,True,False,True,True,False,4.537836770419833,13.662163229580166,13.765,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,0.37368912152917433,-1.3984871924473643
14,nba.p.10288,Reed,Sheppard,SG,HOU,DET,HOU@DET,3:00PM EST,16,7.2, , ,2024-11-10,10288,0,Reed Sheppard,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,10288,P,3.4,1.1,1.7,0.1,0.1,0.8,7.07,4.36634858892416,11.4,9.9,9.4,4.5,3.2,False,False,False,False,True,True,False,True,2.8336514110758406,11.56634858892416,10.675000000000002,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,0.2535771849461274,-1.454146500155366
15,nba.p.10328,N'Faly,Dante,C,HOU,DET,HOU@DET,3:00PM EST,10,0.0, , ,2024-11-10,10328,0,N'Faly Dante,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,10328,P,,,,,,,0.0,,,,,,,True,False,False,False,False,True,False,False,,,,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,,
16,nba.p.10389,Jack,McVeigh,SG,HOU,DET,HOU@DET,3:00PM EST,10,2.2, , ,2024-11-10,10389,0,Jack McVeigh,114.69,110.52,109.82,112.3,5.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,4.11,-2.6,3.94,0.08,8.05,-2.52,114.7,109.7,110.5,112.3,97.4,98.4,0.246,0.234,0.389,0.403,0.524,0.535,13.4,11.5,30.6,26.2,0.231,0.207,74.1,79.7,Toyota Center,Little Caesars Arena,86790.0,94370.0,10389,P,1.5,1.0,0.0,0.0,0.0,0.5,2.2,,,,,,,False,False,False,False,True,True,False,True,,,,0.95,1.0,1.1469,0.9790000000000001,1.599,2.415,0.6253908692933083,0.41407867494824013,0.7335834896810506,0.4857142857142856,,
17,nba.p.4901,Tobias,Harris,SF,DET,HOU,HOU@DET,3:00PM EST,30,30.9, , ,2024-11-10,4901,1,Tobias Harris,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,4901,P,14.0,7.5,2.5,0.6,1.3,1.5,30.95,6.659037301125275,41.2,31.9,28.9,32.0,36.1,False,False,False,True,False,True,True,False,24.240962698874725,37.55903730112527,49.56999999999999,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.6013340914995599,-1.56504920814114
18,nba.p.5194,Tim,Hardaway Jr.,SG,DET,HOU,HOU@DET,3:00PM EST,19,18.2, , ,2024-11-10,5194,1,Tim Hardaway Jr.,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,5194,P,12.9,1.5,2.1,0.4,0.0,0.8,18.25,3.894226495724151,25.0,20.1,20.5,17.0,12.7,False,False,False,False,True,True,False,True,14.305773504275848,22.09422649572415,27.25,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.5219526026999461,-1.168062126740547
19,nba.p.5650,Malik,Beasley,SG,DET,HOU,HOU@DET,3:00PM EST,14,17.6, , ,2024-11-10,5650,1,Malik Beasley,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,5650,P,11.8,2.1,1.5,0.6,0.1,1.1,17.57,6.342107956612953,23.9,19.7,12.3,26.7,9.5,False,False,False,False,True,True,False,True,11.257892043387049,23.942107956612954,27.815,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.723051431816202,-1.4495291816906375
20,nba.p.6408,Isaiah,Stewart,PF,DET,HOU,HOU@DET,3:00PM EST,16,20.8, , ,2024-11-10,6408,1,Isaiah Stewart,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6408,P,4.5,7.2,2.4,0.5,1.3,1.3,20.84,8.613838994445057,29.7,25.4,27.799999999999997,13.0,16.4,False,True,False,False,False,True,True,False,12.186161005554943,29.413838994445058,31.050000000000004,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.706252151290902,-1.7289043815620853
21,nba.p.6450,Paul,Reed,C,DET,HOU,HOU@DET,3:00PM EST,17,12.3, , ,2024-11-10,6450,1,Paul Reed,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6450,P,5.8,1.5,0.5,1.0,0.8,1.3,12.45,,,,,,,True,False,False,False,False,True,False,False,,,,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,,
22,nba.p.6512,Cade,Cunningham,PG,DET,HOU,HOU@DET,3:00PM EST,36,43.1, , ,2024-11-10,6512,1,Cade Cunningham,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6512,P,22.8,7.2,8.2,0.6,0.8,4.8,43.14,7.657995095903947,53.7,45.0,43.7,26.7,40.2,False,False,True,False,False,True,False,True,35.44200490409605,50.75799509590395,61.260000000000005,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.6192879840841746,-1.6764966459645647
23,nba.p.6695,Jaden,Ivey,SG,DET,HOU,HOU@DET,3:00PM EST,27,31.7, , ,2024-11-10,6695,1,Jaden Ivey,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6695,P,19.6,4.3,3.7,0.9,0.6,3.1,31.71,7.441990474478062,34.1,33.3,38.8,30.5,15.0,False,False,False,False,True,True,False,True,24.25800952552194,39.141990474478064,42.885000000000005,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.5780425551735736,-1.6770329291600456
24,nba.p.6703,Jalen,Duren,C,DET,HOU,HOU@DET,3:00PM EST,27,26.2,GTD, ,2024-11-10,6703,1,Jalen Duren,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6703,P,8.0,9.7,2.4,0.3,1.2,1.8,25.94,14.084309630854392,5.1,33.3,47.4,16.4,6.699999999999999,True,False,False,False,False,True,False,False,12.115690369145607,40.284309630854395,26.815,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.36143665890123294,-2.405114597266324
25,nba.p.6716,Wendell,Moore Jr.,PG,DET,HOU,HOU@DET,3:00PM EST,10,1.2, , ,2024-11-10,6716,1,Wendell Moore Jr.,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6716,P,0.7,0.3,0.3,0.0,0.0,0.3,1.21,,,,,,,False,False,True,False,False,True,False,True,,,,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,,
26,nba.p.6749,Alondes,Williams,PG,DET,HOU,HOU@DET,3:00PM EST,10,1.0, , ,2024-11-10,6749,1,Alondes Williams,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6749,P,,,,,,,0.0,,,,,,,False,False,True,False,False,True,False,True,,,,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,,
27,nba.p.6766,Simone,Fontecchio,PF,DET,HOU,HOU@DET,3:00PM EST,13,11.7, , ,2024-11-10,6766,1,Simone Fontecchio,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6766,P,6.1,3.7,0.6,0.2,0.1,0.6,11.74,6.1003096460571395,20.5,14.5,6.9,18.1,14.8,False,True,False,False,False,True,True,False,5.59969035394286,17.800309646057137,22.3,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,0.6242803606604578,-1.4750735325027182
28,nba.p.6799,Cole,Swider,C,DET,HOU,HOU@DET,3:00PM EST,10,3.1, , ,2024-11-10,6799,1,Cole Swider,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,6799,P,,,,,,,0.0,,,,,,,True,False,False,False,False,True,False,False,,,,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,,
29,nba.p.10096,Ausar,Thompson,SF,DET,HOU,HOU@DET,3:00PM EST,18,24.0,INJ, ,2024-11-10,10096,1,Ausar Thompson,109.82,112.3,114.69,110.52,4.0,5.0,6.0,4.0,4.0,6.0,6.0,3.0,-2.6,4.11,0.08,3.94,-2.52,8.05,109.7,114.7,112.3,110.5,98.4,97.4,0.234,0.246,0.403,0.389,0.535,0.524,11.5,13.4,26.2,30.6,0.207,0.231,79.7,74.1,Little Caesars Arena,Toyota Center,94370.0,86790.0,10096,P,,,,,,,0.0,,,,,,,False,False,False,True,False,True,True,False,,,,0.95,1.0,1.0981999999999998,0.9790000000000001,2.415,1.599,0.41407867494824013,0.6253908692933083,0.4857142857142856,0.7335834896810506,,
