,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
0,nba.p.4472,Brook,Lopez,C,MIL,CLE,MIL@CLE,7:00PM EST,25,27.0, , ,2024-11-04,4472,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,4472,P,10.5,5.2,1.7,0.7,2.5,1.7,27.19,19.2,17.1,38.2,23.800000000000004,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.2801444746832096
1,nba.p.5012,Damian,Lillard,PG,MIL,CLE,MIL@CLE,7:00PM EST,42,42.2, , ,2024-11-04,5012,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5012,P,26.2,5.0,6.7,0.5,0.3,2.5,42.15,61.3,17.4,59.9,44.739999999999995,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.3134669817258602
2,nba.p.5073,Khris,Middleton,SF,MIL,CLE,MIL@CLE,7:00PM EST,31,31.2,INJ, ,2024-11-04,5073,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5073,P,,,,,,,0.0,,,,,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,
3,nba.p.5185,Giannis,Antetokounmpo,PF,MIL,CLE,MIL@CLE,7:00PM EST,55,55.3,GTD, ,2024-11-04,5185,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5185,P,31.0,12.3,6.3,0.5,0.5,3.0,55.21,69.7,61.2,44.0,59.67,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.3192555539409304
4,nba.p.5480,Delon,Wright,PG,MIL,CLE,MIL@CLE,7:00PM EST,10,6.3, , ,2024-11-04,5480,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5480,P,2.5,0.7,1.0,0.3,0.3,0.5,6.14,0.19999999999999996,15.2,0.5,5.67,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.1668507533039704
5,nba.p.5482,Bobby,Portis,C,MIL,CLE,MIL@CLE,7:00PM EST,23,23.2, , ,2024-11-04,5482,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5482,P,11.0,7.7,1.0,0.7,0.5,2.0,23.34,17.6,21.4,10.2,19.86,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.2540952350752896
6,nba.p.5501,Pat,Connaughton,SF,MIL,CLE,MIL@CLE,7:00PM EST,10,9.5,GTD, ,2024-11-04,5501,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5501,P,3.8,3.2,1.3,0.0,0.2,0.7,9.49,5.4,8.6,7.4,7.88,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.23188429206971545
7,nba.p.5643,Taurean,Prince,SF,MIL,CLE,MIL@CLE,7:00PM EST,13,21.1, , ,2024-11-04,5643,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,5643,P,9.0,5.3,1.7,1.3,0.0,0.8,21.01,26.2,22.9,10.3,21.910000000000004,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.4959571299538721
8,nba.p.6048,Gary,Trent Jr.,SG,MIL,CLE,MIL@CLE,7:00PM EST,22,14.1, , ,2024-11-04,6048,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,6048,P,8.7,1.5,1.0,1.0,0.0,0.8,14.2,5.699999999999999,14.4,21.1,12.34,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.16505838510269316
9,nba.p.6714,MarJon,Beauchamp,SG,MIL,CLE,MIL@CLE,7:00PM EST,10,2.1,O, ,2024-11-04,6714,0,110.41,117.47,122.36,107.93,28.0,1.0,2.0,29.0,27.0,1.0,25.0,3.0,26.0,3.0,21.0,24.0,28.0,3.0,20.0,2.0,24.0,5.0,10.0,11.0,9.0,24.0,12.0,17.0,22.0,7.0,29.0,4.0,29.0,25.0,16.0,19.0,6.0,12.0,,,28.0,14.0,6714,P,1.8,0.4,0.0,0.2,0.0,0.8,2.08,3.4000000000000004,3.0,5.0,2.96,0.95,1.0,1.1040999999999999,0.105,3.313,1.352,0.30184123151222453,0.7396449704142012,0.3383640205252037,0.8291420118343196,0.08710374422923321
