,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPPG_std,FPS1,FPS2,FPS3,FPS4,FPS5,C,PF,PG,SF,SG,U,F,G,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score,log_Value_Score_with_std
52,nba.p.10389,Jack,McVeigh,SG,HOU,OKC,HOU@OKC,8:00PM EST,10,0.0, , ,2024-11-08,10389,0,Jack McVeigh,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,10389,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,False,True,1,0,1,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
53,nba.p.5754,Alex,Caruso,SG,OKC,HOU,HOU@OKC,8:00PM EST,22,17.3, , ,2024-11-08,5754,1,Alex Caruso,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,5754,P,2.6,2.9,2.5,2.0,0.8,0.8,17.43,7.198561364209222,33.2,11.5,13.4,12.6,16.4,False,False,False,False,True,1,0,1,27.1,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.34301339006007603,-1.8090428077370315
54,nba.p.5856,Isaiah,Hartenstein,C,OKC,HOU,HOU@OKC,8:00PM EST,24,26.9,INJ, ,2024-11-08,5856,1,Isaiah Hartenstein,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,5856,P,,,,,,,0.0,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
55,nba.p.6022,Shai,Gilgeous-Alexander,PG,OKC,HOU,HOU@OKC,8:00PM EST,55,48.3, , ,2024-11-08,6022,1,Shai Gilgeous-Alexander,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6022,P,26.0,6.0,6.8,1.6,1.0,2.9,48.3,14.978436882017144,37.4,40.7,42.1,47.4,32.3,False,False,True,False,False,1,0,1,60.709999999999994,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.3073703750634275,-2.503222345896906
56,nba.p.6076,Kenrich,Williams,PF,OKC,HOU,HOU@OKC,8:00PM EST,10,11.1,INJ, ,2024-11-08,6076,1,Kenrich Williams,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6076,P,,,,,,,0.0,,,,,,,False,True,False,False,False,1,1,0,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
57,nba.p.6254,Luguentz,Dort,SF,OKC,HOU,HOU@OKC,8:00PM EST,19,24.5, , ,2024-11-08,6254,1,Luguentz Dort,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6254,P,11.1,3.8,1.5,1.5,0.9,0.5,24.61,10.088607436113273,36.7,15.100000000000001,25.3,35.0,34.7,False,False,False,True,False,1,1,0,42.519999999999996,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.6231665286420615,-1.9215393354294028
58,nba.p.6441,Isaiah,Joe,SF,OKC,HOU,HOU@OKC,8:00PM EST,15,16.0, , ,2024-11-08,6441,1,Isaiah Joe,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6441,P,9.1,2.6,1.5,0.6,0.0,0.4,15.87,6.851225125062358,24.5,19.3,18.9,25.0,13.2,False,False,False,True,False,1,1,0,28.105,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.521743196083753,-1.6408130692351965
59,nba.p.6597,Aaron,Wiggins,SG,OKC,HOU,HOU@OKC,8:00PM EST,11,21.2, , ,2024-11-08,6597,1,Aaron Wiggins,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6597,P,10.6,4.1,1.5,1.1,0.3,0.8,21.17,7.9417522355855805,16.9,27.5,30.0,27.6,11.1,False,False,False,False,True,1,0,1,30.225,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.7651350342852988,-1.6225043753502493
60,nba.p.6692,Chet,Holmgren,C,OKC,HOU,HOU@OKC,8:00PM EST,38,41.0, , ,2024-11-08,6692,1,Chet Holmgren,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6692,P,16.9,9.8,2.4,1.0,2.9,2.8,41.16,14.79762891238226,27.0,30.299999999999997,35.8,27.7,35.0,True,False,False,False,False,1,0,0,48.025,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.3519234776344662,-2.4583314832987253
61,nba.p.6701,Ousmane,Dieng,PF,OKC,HOU,HOU@OKC,8:00PM EST,10,14.0, , ,2024-11-08,6701,1,Ousmane Dieng,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6701,P,5.3,3.3,1.0,0.8,0.4,0.0,14.36,5.497726802961384,10.8,13.8,9.0,20.6,21.5,False,True,False,False,False,1,1,0,22.575,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.6286258308979217,-1.3837157823885242
62,nba.p.6702,Jalen,Williams,PF,OKC,HOU,HOU@OKC,8:00PM EST,35,41.7, , ,2024-11-08,6702,1,Jalen Williams,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6702,P,19.6,6.8,5.3,2.3,0.5,2.1,42.01,11.983291939792075,62.5,40.3,31.4,43.0,46.4,False,True,False,False,False,1,1,0,67.41000000000001,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.5363159912776952,-2.134275958382175
63,nba.p.6724,Jaylin,Williams,C,OKC,HOU,HOU@OKC,8:00PM EST,10,12.4,INJ, ,2024-11-08,6724,1,Jaylin Williams,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,6724,P,,,,,,,0.0,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
64,nba.p.10107,Cason,Wallace,PG,OKC,HOU,HOU@OKC,8:00PM EST,10,18.7, , ,2024-11-08,10107,1,Cason Wallace,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10107,P,6.9,3.3,1.5,1.6,0.5,0.8,18.61,5.3726822245238255,14.4,12.3,16.3,23.7,21.2,False,False,True,False,False,1,0,1,26.3,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.732352573759262,-1.3025400983622963
65,nba.p.10244,Adam,Flagler,PG,OKC,HOU,HOU@OKC,8:00PM EST,10,2.6, , ,2024-11-08,10244,1,Adam Flagler,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10244,P,1.5,0.3,0.0,0.3,0.0,0.0,2.76,,,,,,,False,False,True,False,False,1,0,1,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
66,nba.p.10284,Dillon,Jones,SF,OKC,HOU,HOU@OKC,8:00PM EST,10,3.4, , ,2024-11-08,10284,1,Dillon Jones,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10284,P,1.4,1.0,0.4,0.1,0.0,0.3,3.2,5.112216926614314,3.2,1.5,14.8,1.2,0.0,False,False,False,True,False,1,1,0,3.66,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.1019167460060418,-1.7132383833663467
67,nba.p.10301,Nikola,Topic,PG,OKC,HOU,HOU@OKC,8:00PM EST,10,0.0,INJ, ,2024-11-08,10301,1,Nikola Topic,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10301,P,,,,,,,0.0,,,,,,,False,False,True,False,False,1,0,1,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
68,nba.p.10304,Ajay,Mitchell,PG,OKC,HOU,HOU@OKC,8:00PM EST,10,9.2, , ,2024-11-08,10304,1,Ajay Mitchell,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10304,P,3.9,1.5,1.4,0.6,0.1,0.8,9.1,7.799988553105154,7.5,5.7,-2.0,12.4,22.8,False,False,True,False,False,1,0,1,15.77,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,0.4391330832008958,-1.8107095139569827
69,nba.p.10343,Alex,Ducas,SF,OKC,HOU,HOU@OKC,8:00PM EST,10,0.0, , ,2024-11-08,10343,1,Alex Ducas,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10343,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,True,False,1,1,0,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
70,nba.p.10411,Malevy,Leons,PF,OKC,HOU,HOU@OKC,8:00PM EST,10,1.3, , ,2024-11-08,10411,1,Malevy Leons,110.97,96.34,115.89,108.86,7.0,5.0,1.0,3.0,7.0,6.0,1.0,2.0,15.0,7.0,-1.2,3.15,13.8,10.15,110.8,115.9,96.3,108.8,103.2,96.9,0.199,0.242,0.421,0.396,0.466,0.516,17.1,13.9,19.5,30.8,0.206,0.232,74.5,73.0,Paycom Center,Toyota Center,52383.0,86790.0,10411,P,0.3,0.7,0.3,0.0,0.0,0.3,1.29,,,,,,,False,True,False,False,False,1,1,0,,0.95,1.0,1.1097,1.0005000000000002,1.299,3.697,0.7698229407236336,0.27048958615093316,0.8668206312548112,0.3045712740059507,,
71,nba.p.4391,Kevin,Love,C,MIA,DEN,MIA@DEN,9:00PM EST,15,18.9,INJ, ,2024-11-08,4391,0,Kevin Love,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,4391,P,,,,,,,0.0,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,,
72,nba.p.4893,Alec,Burks,SF,MIA,DEN,MIA@DEN,9:00PM EST,16,13.0, , ,2024-11-08,4893,0,Alec Burks,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,4893,P,6.2,1.6,1.8,0.6,0.2,0.2,13.02,8.679976958494763,16.4,5.0,25.1,4.2,14.4,False,False,False,True,False,1,1,0,17.025000000000002,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.3793038951996491,-1.9484805728285883
73,nba.p.4912,Jimmy,Butler,SF,MIA,DEN,MIA@DEN,9:00PM EST,38,36.6, , ,2024-11-08,4912,0,Jimmy Butler,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,4912,P,18.1,5.3,5.3,1.7,0.3,1.9,36.51,13.205662566093524,28.9,43.4,29.6,27.8,50.3,False,False,False,True,False,1,1,0,52.995000000000005,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.49713170850558225,-2.250089574177806
74,nba.p.5476,Terry,Rozier,SG,MIA,DEN,MIA@DEN,9:00PM EST,36,28.1, , ,2024-11-08,5476,0,Terry Rozier,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,5476,P,14.7,5.0,4.4,0.6,0.3,1.9,28.1,6.6233713182221345,23.9,20.0,21.6,35.3,31.5,False,False,False,False,True,1,0,1,40.19,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.3979565618684652,-1.6962071303640054
75,nba.p.5500,Josh,Richardson,PG,MIA,DEN,MIA@DEN,9:00PM EST,11,4.8, , ,2024-11-08,5500,0,Josh Richardson,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,5500,P,0.0,1.5,1.0,1.0,0.0,1.5,4.8,,,,,,,False,False,True,False,False,1,0,1,,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,,
76,nba.p.5827,Bam,Adebayo,C,MIA,DEN,MIA@DEN,9:00PM EST,39,40.6, , ,2024-11-08,5827,0,Bam Adebayo,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,5827,P,14.9,9.0,3.6,2.0,1.4,0.7,40.6,16.14779949626043,52.4,54.1,56.8,22.6,47.0,True,False,False,False,False,1,0,0,63.02,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.5760152168495953,-2.3869702093731675
77,nba.p.5855,Thomas,Bryant,C,MIA,DEN,MIA@DEN,9:00PM EST,10,12.8, , ,2024-11-08,5855,0,Thomas Bryant,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,5855,P,4.8,3.8,0.7,0.2,0.7,0.2,12.91,5.6148612330730545,8.0,20.799999999999997,9.6,6.4,16.2,True,False,False,False,False,1,0,0,17.81,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.6348689455277061,-1.3977561742352884
78,nba.p.6073,Duncan,Robinson,SG,MIA,DEN,MIA@DEN,9:00PM EST,18,10.5, , ,2024-11-08,6073,0,Duncan Robinson,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6073,P,6.5,1.3,0.8,0.0,0.5,0.3,10.46,4.251783939320843,13.2,17.1,6.4,6.2,11.5,False,False,False,False,True,1,0,1,16.325000000000003,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.3232963857926199,-1.3784419312658907
79,nba.p.6155,Haywood,Highsmith,PF,MIA,DEN,MIA@DEN,9:00PM EST,13,16.5, , ,2024-11-08,6155,0,Haywood Highsmith,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6155,P,6.4,3.8,0.6,1.2,0.4,0.2,16.46,13.538759175049979,33.4,5.4,1.2,16.3,26.0,False,True,False,False,False,1,1,0,28.335,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.7769624485607722,-2.101912712727038
80,nba.p.6175,Tyler,Herro,SG,MIA,DEN,MIA@DEN,9:00PM EST,33,35.0, , ,2024-11-08,6175,0,Tyler Herro,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6175,P,22.7,4.9,4.4,0.4,0.3,2.3,34.98,9.756341039354378,37.6,37.7,21.7,52.5,33.8,False,False,False,False,True,1,0,1,55.480000000000004,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.5992977914667814,-1.9059307922218862
81,nba.p.6566,Josh,Christopher,SG,MIA,DEN,MIA@DEN,9:00PM EST,10,0.0, , ,2024-11-08,6566,0,Josh Christopher,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6566,P,,,,,,,0.0,,,,,,,False,False,False,False,True,1,0,1,,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,,
82,nba.p.6652,Dru,Smith,PG,MIA,DEN,MIA@DEN,9:00PM EST,10,6.4, , ,2024-11-08,6652,0,Dru Smith,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6652,P,1.0,1.8,0.5,0.0,1.0,0.5,6.41,,,,,,,False,False,True,False,False,1,0,1,,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,,
83,nba.p.6717,Nikola,Jovic,PF,MIA,DEN,MIA@DEN,9:00PM EST,14,16.5, , ,2024-11-08,6717,0,Nikola Jovic,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,6717,P,7.4,3.9,1.4,0.9,0.1,0.7,16.48,9.841989733014454,5.2,5.2,19.7,18.7,10.3,False,True,False,False,False,1,1,0,17.435,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.4439295766934931,-2.016058264195012
84,nba.p.10092,Jaime,Jaquez Jr.,PF,MIA,DEN,MIA@DEN,9:00PM EST,22,22.7,GTD, ,2024-11-08,10092,0,Jaime Jaquez Jr.,113.2,112.85,115.5,114.02,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,0.57,1.75,-0.68,0.47,-0.11,2.22,113.2,115.7,112.6,114.0,96.4,100.3,0.284,0.325,0.425,0.345,0.53,0.535,13.3,12.9,25.2,30.4,0.168,0.178,72.3,74.7,Kaseya Center,Ball Arena,78480.0,98226.0,10092,P,9.4,7.6,2.4,0.8,0.0,1.8,22.72,4.799687489826811,20.5,22.6,30.799999999999997,18.2,21.5,False,True,False,False,False,1,1,0,31.215,0.95,1.0,1.1320000000000001,0.9834999999999999,2.222,1.693,0.45004500450045004,0.5906674542232723,0.5067506750675067,0.6650915534554045,0.5057790346242498,-1.3484936397806888
