,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPPG_std,FPS1,FPS2,FPS3,FPS4,FPS5,C,PF,PG,SF,SG,U,F,G,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score,log_Value_Score_with_std
20,nba.p.6015,Jaren,Jackson Jr.,PF,MEM,WAS,WAS@MEM,8:00PM EST,37,33.5, , ,2024-11-08,6015,1,Jaren Jackson Jr.,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6015,P,19.6,5.1,0.9,1.3,1.4,1.7,33.47,11.010125210135312,36.7,28.5,49.2,19.0,41.8,False,True,False,False,False,1,1,0,47.769999999999996,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.4079583655116592,-2.143609374178036
21,nba.p.6164,Ja,Morant,PG,MEM,WAS,WAS@MEM,8:00PM EST,43,38.7,O, ,2024-11-08,6164,1,Ja Morant,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6164,P,20.6,5.0,9.1,0.6,0.3,4.3,38.65,10.968583382942915,33.3,41.5,43.2,59.0,35.1,False,False,True,False,False,1,0,1,59.45499999999999,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.4369002103077931,-2.119797003661464
22,nba.p.6209,Brandon,Clarke,C,MEM,WAS,WAS@MEM,8:00PM EST,19,11.6, , ,2024-11-08,6209,1,Brandon Clarke,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6209,P,5.1,2.7,0.7,0.8,0.1,0.3,11.79,6.0595195995869,9.6,9.5,11.2,12.4,24.1,True,False,False,False,False,1,0,0,19.105,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.3177282033479603,-1.6784678079990318
23,nba.p.6255,John,Konchar,SF,MEM,WAS,WAS@MEM,8:00PM EST,14,15.4,INJ, ,2024-11-08,6255,1,John Konchar,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6255,P,5.0,4.7,1.0,0.7,0.7,0.7,15.64,,,,,,,False,False,False,True,False,1,1,0,,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,,
24,nba.p.6422,Desmond,Bane,SF,MEM,WAS,WAS@MEM,8:00PM EST,38,32.5,INJ, ,2024-11-08,6422,1,Desmond Bane,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6422,P,18.8,5.4,2.8,1.0,0.6,1.8,32.48,11.33807743843726,15.2,43.4,27.4,36.6,39.8,False,False,False,True,False,1,1,0,46.709999999999994,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.38840838467373007,-2.1845321631069954
25,nba.p.6572,Santi,Aldama,PF,MEM,WAS,WAS@MEM,8:00PM EST,23,29.2, , ,2024-11-08,6572,1,Santi Aldama,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6572,P,12.6,8.1,3.4,0.6,0.6,1.6,29.42,10.368461795271273,32.9,21.7,36.6,32.8,10.6,False,True,False,False,False,1,1,0,38.57,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.5298880540252057,-2.00564844693091
26,nba.p.6617,Jay,Huff,C,MEM,WAS,WAS@MEM,8:00PM EST,11,18.5, , ,2024-11-08,6617,1,Jay Huff,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6617,P,10.0,2.7,1.0,0.2,1.2,0.6,18.34,9.504969460468795,21.6,7.4,30.5,9.9,3.0,True,False,False,False,False,1,0,0,20.110000000000003,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.5776725236954733,-1.8958977524384026
27,nba.p.6709,Jake,LaRavia,PF,MEM,WAS,WAS@MEM,8:00PM EST,16,22.1, , ,2024-11-08,6709,1,Jake LaRavia,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6709,P,8.0,5.8,3.9,0.7,0.2,1.3,22.21,9.718924837655655,33.0,26.0,10.4,32.5,19.9,False,True,False,False,False,1,1,0,37.56,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.7417677147253287,-1.8171103300940716
28,nba.p.6737,Vince,Williams Jr.,SF,MEM,WAS,WAS@MEM,8:00PM EST,23,24.7,INJ, ,2024-11-08,6737,1,Vince Williams Jr.,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6737,P,,,,,,,0.0,,,,,,,False,False,False,True,False,1,1,0,,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,,
29,nba.p.6757,Scotty,Pippen Jr.,PG,MEM,WAS,WAS@MEM,8:00PM EST,21,27.7, , ,2024-11-08,6757,1,Scotty Pippen Jr.,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,6757,P,11.7,3.6,6.4,1.1,0.4,2.6,27.52,9.693353966048651,29.200000000000003,21.3,37.3,21.1,11.0,False,False,True,False,False,1,0,1,33.99,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.5114394162688558,-1.9565599712474313
30,nba.p.10070,GG,Jackson II,PF,MEM,WAS,WAS@MEM,8:00PM EST,26,23.1,INJ, ,2024-11-08,10070,1,GG Jackson II,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10070,P,,,,,,,0.0,,,,,,,False,True,False,False,False,1,1,0,,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,,
31,nba.p.10147,Colin,Castleton,C,MEM,WAS,WAS@MEM,8:00PM EST,10,1.0, , ,2024-11-08,10147,1,Colin Castleton,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10147,P,0.0,0.0,0.0,0.0,0.3,0.0,0.9,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,,
32,nba.p.10287,Zach,Edey,C,MEM,WAS,WAS@MEM,8:00PM EST,22,21.8, , ,2024-11-08,10287,1,Zach Edey,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10287,P,10.8,6.6,0.4,0.4,0.8,1.2,21.72,13.537827660957195,13.399999999999999,50.9,26.5,24.6,18.9,True,False,False,False,False,1,0,0,35.120000000000005,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.5044221539578573,-2.268345182993346
33,nba.p.10327,Cam,Spencer,SG,MEM,WAS,WAS@MEM,8:00PM EST,10,0.0,INJ, ,2024-11-08,10327,1,Cam Spencer,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10327,P,,,,,,,0.0,,,,,,,False,False,False,False,True,1,0,1,,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,,
34,nba.p.10340,Jaylen,Wells,SF,MEM,WAS,WAS@MEM,8:00PM EST,12,18.6, , ,2024-11-08,10340,1,Jaylen Wells,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10340,P,10.9,3.7,1.8,0.3,0.2,1.0,18.54,6.141208712008121,27.1,18.5,23.0,24.9,15.2,False,False,False,True,False,1,1,0,30.445000000000004,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.8016726331136894,-1.377166575376046
35,nba.p.10415,Yuki,Kawamura,PG,MEM,WAS,WAS@MEM,8:00PM EST,10,0.2, , ,2024-11-08,10415,1,Yuki Kawamura,115.87,112.2,109.15,118.42,5.0,2.0,4.0,4.0,6.0,1.0,3.0,5.0,3.78,-9.5,-4.26,4.29,-0.48,-5.21,115.8,109.3,112.1,118.4,102.5,104.0,0.273,0.25,0.364,0.429,0.534,0.551,12.6,11.9,27.7,21.1,0.204,0.235,75.1,71.7,FedEx Forum,Capital One Arena,81631.0,84023.0,10415,P,0.3,0.0,0.2,0.0,0.0,0.3,0.3,0.8803408430829505,1.0,0.0,0.0,0.0,-1.0,False,False,True,False,False,1,0,1,0.13,0.95,1.0,1.1587,1.0325,1.3350000000000002,3.4159999999999995,0.749063670411985,0.29274004683840754,0.8434456928838949,0.32962529274004687,0.0041077658323447385,-0.627353707925507
36,nba.p.4247,Jeff,Green,PF,HOU,OKC,HOU@OKC,8:00PM EST,10,5.4, , ,2024-11-08,4247,0,Jeff Green,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,4247,P,2.5,0.5,0.5,0.5,0.0,0.0,5.35,,,,,,,False,True,False,False,False,1,1,0,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
37,nba.p.5163,Steven,Adams,C,HOU,OKC,HOU@OKC,8:00PM EST,18,10.3,GTD, ,2024-11-08,5163,0,Steven Adams,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,5163,P,3.3,3.0,2.0,0.3,0.0,0.7,10.1,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
38,nba.p.5727,Fred,VanVleet,PG,HOU,OKC,HOU@OKC,8:00PM EST,36,32.4, , ,2024-11-08,5727,0,Fred VanVleet,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,5727,P,14.3,3.6,6.1,1.6,0.3,1.0,32.47,9.214032388544272,47.4,36.9,28.1,16.0,34.1,False,False,True,False,False,1,0,1,48.49,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.40603711034739387,-1.9829873119027213
39,nba.p.5858,Dillon,Brooks,SF,HOU,OKC,HOU@OKC,8:00PM EST,13,18.9, , ,2024-11-08,5858,0,Dillon Brooks,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,5858,P,11.3,3.8,0.6,0.6,0.3,0.4,19.06,7.778163114037365,15.4,16.6,17.0,27.8,15.4,False,False,False,True,False,1,1,0,27.150000000000002,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.6295678278686213,-1.6839523298478993
40,nba.p.6034,Aaron,Holiday,PG,HOU,OKC,HOU@OKC,8:00PM EST,10,5.6, , ,2024-11-08,6034,0,Aaron Holiday,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6034,P,2.0,0.3,1.7,0.3,0.0,0.3,5.51,,,,,,,False,False,True,False,False,1,0,1,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
41,nba.p.6463,Jae'Sean,Tate,SG,HOU,OKC,HOU@OKC,8:00PM EST,10,3.7, , ,2024-11-08,6463,0,Jae'Sean Tate,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6463,P,1.0,1.0,1.0,0.0,0.0,0.0,3.7,,,,,,,False,False,False,False,True,1,0,1,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
42,nba.p.6513,Jalen,Green,SG,HOU,OKC,HOU@OKC,8:00PM EST,35,34.1, , ,2024-11-08,6513,0,Jalen Green,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6513,P,22.6,4.6,3.1,0.8,0.5,2.5,34.17,9.793355983960321,33.0,24.3,17.7,44.4,36.2,False,False,False,False,True,1,0,1,49.435,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.42577733482652863,-2.024213595040394
43,nba.p.6558,Alperen,Sengun,C,HOU,OKC,HOU@OKC,8:00PM EST,42,40.8, , ,2024-11-08,6558,0,Alperen Sengun,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6558,P,16.4,11.4,3.9,1.1,1.3,2.1,41.03,14.410604973917149,36.0,57.3,33.0,39.4,37.9,True,False,False,False,False,1,0,0,59.555,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.4274496675026788,-2.3791665043555827
44,nba.p.6614,Jock,Landale,C,HOU,OKC,HOU@OKC,8:00PM EST,10,11.1, , ,2024-11-08,6614,0,Jock Landale,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6614,P,6.4,3.0,0.6,0.2,0.0,0.4,11.1,7.049113419430843,20.2,4.7,15.4,3.5999999999999996,11.6,True,False,False,False,False,1,0,0,16.009999999999998,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.4826222910287149,-1.6917496129127148
45,nba.p.6693,Jabari,Smith Jr.,PF,HOU,OKC,HOU@OKC,8:00PM EST,28,24.2, , ,2024-11-08,6693,0,Jabari Smith Jr.,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6693,P,12.5,7.4,1.0,0.4,0.4,0.9,24.38,9.26155648751486,16.8,14.7,32.4,24.2,26.1,False,True,False,False,False,1,1,0,31.855000000000004,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.3429538029963353,-2.0335330140879573
46,nba.p.6707,Tari,Eason,SF,HOU,OKC,HOU@OKC,8:00PM EST,24,26.2, , ,2024-11-08,6707,0,Tari Eason,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6707,P,11.0,4.5,1.4,1.8,1.0,0.5,26.4,13.390981773460183,24.3,17.5,57.3,25.8,21.0,False,False,False,True,False,1,1,0,35.834999999999994,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.4501033156103998,-2.294966938624453
47,nba.p.6806,Nate,Williams,SG,HOU,OKC,HOU@OKC,8:00PM EST,10,5.4, , ,2024-11-08,6806,0,Nate Williams,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,6806,P,3.0,2.0,0.0,0.0,0.0,0.0,5.4,,,,,,,False,False,False,False,True,1,0,1,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
48,nba.p.10108,Amen,Thompson,SF,HOU,OKC,HOU@OKC,8:00PM EST,29,21.6, , ,2024-11-08,10108,0,Amen Thompson,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,10108,P,9.8,5.9,2.1,0.8,0.4,1.8,21.83,10.853496803203235,29.2,30.299999999999997,40.2,18.3,13.600000000000001,False,False,False,True,False,1,1,0,33.445,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.34765561445336707,-2.174256411971228
49,nba.p.10118,Cam,Whitmore,SG,HOU,OKC,HOU@OKC,8:00PM EST,14,9.1, , ,2024-11-08,10118,0,Cam Whitmore,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,10118,P,6.1,1.6,0.4,0.1,0.1,0.4,8.82,4.562163229580166,9.7,6.9,7.7,5.2,16.6,False,False,False,False,True,1,0,1,13.765,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.29639046292541554,-1.4564032669878335
50,nba.p.10288,Reed,Sheppard,SG,HOU,OKC,HOU@OKC,8:00PM EST,16,6.6, , ,2024-11-08,10288,0,Reed Sheppard,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,10288,P,3.4,1.0,1.4,0.1,0.1,0.8,6.5,4.348378186996028,9.9,9.4,4.5,3.2,1.5,False,False,False,False,True,1,0,1,8.89,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,0.16749344812793873,-1.5219342736700217
51,nba.p.10328,N'Faly,Dante,C,HOU,OKC,HOU@OKC,8:00PM EST,10,0.0, , ,2024-11-08,10328,0,N'Faly Dante,115.89,108.86,110.97,96.34,5.0,7.0,3.0,1.0,6.0,7.0,2.0,1.0,7.0,15.0,3.15,-1.2,10.15,13.8,115.9,110.8,108.8,96.3,96.9,103.2,0.242,0.199,0.396,0.421,0.516,0.466,13.9,17.1,30.8,19.5,0.232,0.206,73.0,74.5,Toyota Center,Paycom Center,86790.0,52383.0,10328,P,,,,,,,0.0,,,,,,,True,False,False,False,False,1,0,0,,0.95,1.0366,1.1589,1.0005000000000002,3.697,1.299,0.27048958615093316,0.7698229407236336,0.3045712740059507,0.8668206312548112,,
