,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,FPS4,FPS5,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
212,nba.p.5835,Jarrett,Allen,C,CLE,NO,CLE@NO,8:00PM EST,33,37.7, , ,2024-11-06,5835,0,Jarrett Allen,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,5835,P,15.0,11.6,1.8,1.0,1.4,1.0,37.82,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
213,nba.p.6167,Darius,Garland,PG,CLE,NO,CLE@NO,8:00PM EST,30,34.4, , ,2024-11-06,6167,0,Darius Garland,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6167,P,20.5,2.0,6.5,1.0,0.4,2.4,34.45,51.4,29.6,37.6,31.0,51.1,57.505,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,0.6258475031127884
214,nba.p.6212,Ty,Jerome,PG,CLE,NO,CLE@NO,8:00PM EST,10,19.6, , ,2024-11-06,6212,0,Ty Jerome,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6212,P,9.4,2.0,2.9,1.4,0.0,0.6,19.75,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
215,nba.p.6256,Dean,Wade,C,CLE,NO,CLE@NO,8:00PM EST,10,18.5,O, ,2024-11-06,6256,0,Dean Wade,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6256,P,6.9,4.4,1.9,1.3,0.0,0.3,18.63,17.8,11.6,22.6,10.6,12.5,21.965,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,0.7171588769257835
216,nba.p.6267,Max,Strus,SF,CLE,NO,CLE@NO,8:00PM EST,22,25.7,INJ, ,2024-11-06,6267,0,Max Strus,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6267,P,,,,,,,0.0,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
217,nba.p.6397,Isaac,Okoro,SF,CLE,NO,CLE@NO,8:00PM EST,15,13.4, , ,2024-11-06,6397,0,Isaac Okoro,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6397,P,5.0,2.6,1.3,0.9,0.4,0.4,13.57,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
218,nba.p.6452,Sam,Merrill,SG,CLE,NO,CLE@NO,8:00PM EST,12,14.8, , ,2024-11-06,6452,0,Sam Merrill,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6452,P,7.8,1.6,1.6,0.9,0.1,0.4,14.72,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
219,nba.p.6514,Evan,Mobley,PF,CLE,NO,CLE@NO,8:00PM EST,36,37.5, , ,2024-11-06,6514,0,Evan Mobley,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6514,P,17.6,8.1,2.8,0.9,1.8,1.9,37.72,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
220,nba.p.6579,JT,Thor,PF,CLE,NO,CLE@NO,8:00PM EST,10,8.2, , ,2024-11-06,6579,0,JT Thor,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6579,P,,,,,,,0.0,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
221,nba.p.6746,Luke,Travers,SF,CLE,NO,CLE@NO,8:00PM EST,10,6.8, , ,2024-11-06,6746,0,Luke Travers,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,6746,P,2.0,1.5,1.0,0.0,0.5,0.0,6.8,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
222,nba.p.10066,Emoni,Bates,PG,CLE,NO,CLE@NO,8:00PM EST,10,4.9,INJ, ,2024-11-06,10066,0,Emoni Bates,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,10066,P,,,,,,,0.0,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
223,nba.p.10145,Craig,Porter Jr.,PG,CLE,NO,CLE@NO,8:00PM EST,10,3.7, , ,2024-11-06,10145,0,Craig Porter Jr.,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,10145,P,0.8,0.6,0.8,0.0,0.4,0.2,3.72,-1.0,4.2,9.9,0.0,5.5,3.8900000000000006,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,0.12700878812844515
224,nba.p.10279,Jaylon,Tyson,SF,CLE,NO,CLE@NO,8:00PM EST,10,3.0,INJ, ,2024-11-06,10279,0,Jaylon Tyson,121.56,108.69,109.73,118.82,8.0,3.0,0.0,5.0,7.0,2.0,1.0,6.0,13.13,-8.38,-2.31,0.04,10.82,-8.34,121.5,109.9,108.5,118.5,100.6,98.0,0.231,0.246,0.416,0.366,0.526,0.57,14.8,13.4,19.2,29.3,0.204,0.161,76.8,72.1,Rocket Mortgage Fieldhouse,Smoothie King Center,77728.0,64151.0,10279,P,1.8,1.0,0.5,0.0,0.0,0.8,2.95,,,,,,,0.95,1.0,1.2156,0.993,1.3222222222222222,3.533333333333333,0.7563025210084033,0.2830188679245283,0.8722689075630252,0.3264150943396226,
225,nba.p.5161,CJ,McCollum,PG,NO,CLE,CLE@NO,8:00PM EST,31,36.7,INJ, ,2024-11-06,5161,1,CJ McCollum,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,5161,P,18.8,3.5,4.0,2.3,1.0,2.0,36.9,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
226,nba.p.5601,Brandon,Ingram,SG,NO,CLE,CLE@NO,8:00PM EST,36,40.4, , ,2024-11-06,5601,1,Brandon Ingram,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,5601,P,24.6,6.3,4.5,0.9,0.6,3.0,40.41,42.5,43.4,50.7,27.0,34.8,55.575,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
227,nba.p.5660,Dejounte,Murray,SG,NO,CLE,CLE@NO,8:00PM EST,42,40.6,INJ, ,2024-11-06,5660,1,Dejounte Murray,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,5660,P,14.0,8.0,10.0,1.0,0.0,1.0,40.6,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
228,nba.p.5880,Daniel,Theis,C,NO,CLE,CLE@NO,8:00PM EST,10,14.5, , ,2024-11-06,5880,1,Daniel Theis,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,5880,P,4.3,4.3,1.6,0.4,0.9,1.0,14.76,12.3,11.6,10.5,2.5999999999999996,19.9,17.96,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
229,nba.p.6163,Zion,Williamson,PF,NO,CLE,CLE@NO,8:00PM EST,41,41.2,GTD, ,2024-11-06,6163,1,Zion Williamson,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6163,P,21.4,8.0,5.6,0.6,1.2,3.6,41.2,59.2,31.4,41.1,23.6,50.7,61.150000000000006,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
230,nba.p.6269,Javonte,Green,PF,NO,CLE,CLE@NO,8:00PM EST,16,14.6, , ,2024-11-06,6269,1,Javonte Green,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6269,P,4.6,3.3,0.6,1.3,0.6,0.5,14.66,1.2,9.9,17.8,28.0,13.7,19.495,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
231,nba.p.6559,Trey,Murphy III,SG,NO,CLE,CLE@NO,8:00PM EST,25,27.7,INJ, ,2024-11-06,6559,1,Trey Murphy III,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6559,P,,,,,,,0.0,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
232,nba.p.6574,Jeremiah,Robinson-Earl,C,NO,CLE,CLE@NO,8:00PM EST,10,10.4, , ,2024-11-06,6574,1,Jeremiah Robinson-Earl,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6574,P,5.0,3.0,0.9,0.4,0.0,0.6,10.55,22.5,19.4,4.6,18.5,6.2,21.195,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
233,nba.p.6577,Herbert,Jones,SF,NO,CLE,CLE@NO,8:00PM EST,24,16.0,INJ, ,2024-11-06,6577,1,Herbert Jones,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6577,P,6.8,2.5,1.0,1.8,0.3,1.3,16.3,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
234,nba.p.6593,Brandon,Boston Jr.,PG,NO,CLE,CLE@NO,8:00PM EST,10,20.0, , ,2024-11-06,6593,1,Brandon Boston Jr.,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6593,P,9.8,2.6,2.6,1.2,0.2,1.0,20.02,36.6,24.0,25.4,12.6,1.5,28.575,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
235,nba.p.6613,Jose,Alvarado,PG,NO,CLE,CLE@NO,8:00PM EST,15,22.0, , ,2024-11-06,6613,1,Jose Alvarado,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6613,P,8.4,2.1,4.9,1.3,0.4,1.1,22.27,27.2,25.1,35.7,36.0,13.0,36.015,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
236,nba.p.6742,Karlo,Matkovic,PF,NO,CLE,CLE@NO,8:00PM EST,10,3.9, , ,2024-11-06,6742,1,Karlo Matkovic,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6742,P,1.0,2.0,0.0,0.0,0.5,1.0,3.9,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
237,nba.p.6801,Jamal,Cain,SF,NO,CLE,CLE@NO,8:00PM EST,10,8.9, , ,2024-11-06,6801,1,Jamal Cain,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6801,P,5.2,2.0,0.2,0.2,0.4,0.8,8.9,8.0,17.6,0.0,15.899999999999999,3.0,14.205,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
238,nba.p.10098,Jordan,Hawkins,SG,NO,CLE,CLE@NO,8:00PM EST,13,24.8,GTD, ,2024-11-06,10098,1,Jordan Hawkins,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,10098,P,17.6,4.6,1.4,0.1,0.3,1.7,24.72,26.1,29.3,27.3,8.9,27.9,34.175000000000004,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
239,nba.p.10220,Trey,Jemison,C,NO,CLE,CLE@NO,8:00PM EST,13,4.2, , ,2024-11-06,10220,1,Trey Jemison,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,10220,P,1.3,2.0,0.3,0.0,0.0,0.0,4.15,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
240,nba.p.10289,Yves,Missi,C,NO,CLE,CLE@NO,8:00PM EST,17,20.9, , ,2024-11-06,10289,1,Yves Missi,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,10289,P,5.8,6.1,1.9,0.5,1.4,0.6,21.07,16.9,20.7,19.0,5.1,25.9,26.269999999999996,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
241,nba.p.10338,Antonio,Reeves,PG,NO,CLE,CLE@NO,8:00PM EST,10,1.1, , ,2024-11-06,10338,1,Antonio Reeves,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,10338,P,0.8,0.5,0.0,0.0,0.0,0.3,1.1,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
242,nba.p.6231,Jaylen,Nowell,SG,NO,CLE,CLE@NO,8:00PM EST,10,7.9, , ,2024-11-06,6231,1,Jaylen Nowell,109.73,118.82,121.56,108.69,,8.0,,0.0,,7.0,,1.0,,13.13,,-2.31,,10.82,,121.5,,108.5,,100.6,,0.231,,0.416,,0.526,,14.8,,19.2,,0.204,,76.8,,Rocket Mortgage Fieldhouse,,77728.0,6231,P,5.5,1.0,0.5,0.5,0.0,1.0,7.95,,,,,,,0.95,1.0,1.0973,,3.533333333333333,1.3222222222222222,0.2830188679245283,0.7563025210084033,0.3264150943396226,0.8722689075630252,
243,nba.p.4897,Nikola,Vucevic,C,CHI,DAL,CHI@DAL,8:30PM EST,36,43.2, , ,2024-11-06,4897,0,Nikola Vucevic,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,4897,P,21.7,10.9,3.7,0.4,1.0,1.4,43.13,56.0,51.7,44.3,39.9,36.6,65.76,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,0.4395665636764952
244,nba.p.5324,Zach,LaVine,SF,CHI,DAL,CHI@DAL,8:30PM EST,28,33.6,GTD, ,2024-11-06,5324,0,Zach LaVine,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,5324,P,22.7,5.5,2.7,0.8,0.5,3.7,33.55,26.2,26.5,41.6,39.3,37.5,47.879999999999995,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,0.4114920568723394
245,nba.p.5764,Lonzo,Ball,PG,CHI,DAL,CHI@DAL,8:30PM EST,14,13.4,INJ, ,2024-11-06,5764,0,Lonzo Ball,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,5764,P,4.7,2.7,3.7,0.0,0.3,1.0,13.39,,,,,,,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,
246,nba.p.5893,Torrey,Craig,PF,CHI,DAL,CHI@DAL,8:30PM EST,10,2.4, , ,2024-11-06,5893,0,Torrey Craig,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,5893,P,0.0,2.0,0.0,0.0,0.0,0.0,2.4,,,,,,,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,
247,nba.p.6043,Jevon,Carter,SG,CHI,DAL,CHI@DAL,8:30PM EST,10,4.5, , ,2024-11-06,6043,0,Jevon Carter,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,6043,P,0.0,0.0,1.0,1.0,0.0,0.0,4.5,,,,,,,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,
248,nba.p.6169,Coby,White,PG,CHI,DAL,CHI@DAL,8:30PM EST,32,34.3, , ,2024-11-06,6169,0,Coby White,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,6169,P,20.6,4.3,4.6,1.3,0.1,2.6,34.26,44.8,28.8,28.9,29.9,18.3,46.415,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,0.3490388124950591
249,nba.p.6234,Talen,Horton-Tucker,SG,CHI,DAL,CHI@DAL,8:30PM EST,13,6.6, , ,2024-11-06,6234,0,Talen Horton-Tucker,109.71,113.76,114.11,110.91,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,-4.43,3.29,-2.69,-0.42,-7.11,2.87,109.3,114.0,113.5,110.7,105.2,98.9,0.251,0.224,0.471,0.407,0.535,0.508,10.1,12.5,20.3,24.7,0.164,0.219,79.6,73.7,United Center,American Airlines Center,59559.0,99785.0,6234,P,3.0,2.0,1.2,0.0,0.0,0.6,6.6,23.2,4.5,2.4000000000000004,0.0,2.9,11.344999999999999,0.95,1.0,1.0971,1.0205000000000002,4.922222222222222,1.1944444444444444,0.2031602708803612,0.8372093023255814,0.23431151241534992,0.9655813953488372,0.21000348111636033
