,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,full_name,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,FPS4,FPS5,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
98,nba.p.10069,Mouhamed,Gueye,C,ATL,NY,NY@ATL,7:30PM EST,10,1.7, , ,2024-11-06,10069,1,Mouhamed Gueye,112.27,118.5,119.44,115.96,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,-6.63,3.83,-0.05,4.05,-6.67,7.88,112.1,119.4,118.6,115.3,102.8,94.5,0.31,0.218,0.42,0.365,0.555,0.567,13.3,12.2,23.1,24.5,0.22,0.149,72.2,77.7,State Farm Arena,Madison Square Garden (IV),76734.0,39624.0,10069,P,1.0,1.0,0.0,0.0,0.0,0.5,1.7,,,,,,,0.95,1.0,1.1227,0.9865,3.2777777777777777,1.3611111111111112,0.3050847457627119,0.7346938775510203,0.351864406779661,0.8473469387755102,
99,nba.p.10073,Seth,Lundy,SG,ATL,NY,NY@ATL,7:30PM EST,10,2.4,INJ, ,2024-11-06,10073,1,Seth Lundy,112.27,118.5,119.44,115.96,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,-6.63,3.83,-0.05,4.05,-6.67,7.88,112.1,119.4,118.6,115.3,102.8,94.5,0.31,0.218,0.42,0.365,0.555,0.567,13.3,12.2,23.1,24.5,0.22,0.149,72.2,77.7,State Farm Arena,Madison Square Garden (IV),76734.0,39624.0,10073,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1227,0.9865,3.2777777777777777,1.3611111111111112,0.3050847457627119,0.7346938775510203,0.351864406779661,0.8473469387755102,
100,nba.p.10105,Kobe,Bufkin,PG,ATL,NY,NY@ATL,7:30PM EST,10,11.0,INJ, ,2024-11-06,10105,1,Kobe Bufkin,112.27,118.5,119.44,115.96,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,-6.63,3.83,-0.05,4.05,-6.67,7.88,112.1,119.4,118.6,115.3,102.8,94.5,0.31,0.218,0.42,0.365,0.555,0.567,13.3,12.2,23.1,24.5,0.22,0.149,72.2,77.7,State Farm Arena,Madison Square Garden (IV),76734.0,39624.0,10105,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1227,0.9865,3.2777777777777777,1.3611111111111112,0.3050847457627119,0.7346938775510203,0.351864406779661,0.8473469387755102,
101,nba.p.10296,Zaccharie,Risacher,SF,ATL,NY,NY@ATL,7:30PM EST,19,18.3, , ,2024-11-06,10296,1,Zaccharie Risacher,112.27,118.5,119.44,115.96,3.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,-6.63,3.83,-0.05,4.05,-6.67,7.88,112.1,119.4,118.6,115.3,102.8,94.5,0.31,0.218,0.42,0.365,0.555,0.567,13.3,12.2,23.1,24.5,0.22,0.149,72.2,77.7,State Farm Arena,Madison Square Garden (IV),76734.0,39624.0,10296,P,9.4,3.1,1.1,0.9,0.8,1.4,18.47,19.6,25.5,3.2,33.2,20.1,31.785000000000004,0.95,1.0,1.1227,0.9865,3.2777777777777777,1.3611111111111112,0.3050847457627119,0.7346938775510203,0.351864406779661,0.8473469387755102,0.5247949348063766
102,nba.p.6654,Matt,Ryan,SG,NY,ATL,NY@ATL,7:30PM EST,10,8.0, , ,2024-11-06,6654,0,Matt Ryan,119.44,115.96,112.27,118.5,,3.0,,5.0,,3.0,,5.0,,-6.63,,-0.05,,-6.67,,112.1,,118.6,,102.8,,0.31,,0.42,,0.555,,13.3,,23.1,,0.22,,72.2,,State Farm Arena,,76734.0,6654,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1944,,1.3611111111111112,3.2777777777777777,0.7346938775510203,0.3050847457627119,0.8473469387755102,0.351864406779661,
103,nba.p.4612,Stephen,Curry,PG,GS,BOS,GS@BOS,7:30PM EST,41,37.2, , ,2024-11-06,4612,0,Stephen Curry,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,4612,P,19.8,4.8,6.5,1.5,0.3,3.3,37.41,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
104,nba.p.5069,Draymond,Green,PF,GS,BOS,GS@BOS,7:30PM EST,28,27.0, , ,2024-11-06,5069,0,Draymond Green,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5069,P,8.9,5.6,4.3,0.9,1.4,1.9,27.07,36.1,30.7,42.8,26.1,9.0,38.685,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
105,nba.p.5292,Andrew,Wiggins,SF,GS,BOS,GS@BOS,7:30PM EST,21,28.8, , ,2024-11-06,5292,0,Andrew Wiggins,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5292,P,15.8,5.4,2.2,0.4,1.0,1.0,28.78,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
106,nba.p.5341,Kyle,Anderson,PF,GS,BOS,GS@BOS,7:30PM EST,16,18.3, , ,2024-11-06,5341,0,Kyle Anderson,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5341,P,5.0,3.4,2.1,1.4,0.7,0.4,18.13,17.1,20.6,20.8,24.4,0.19999999999999996,23.76,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
107,nba.p.5490,Kevon,Looney,C,GS,BOS,GS@BOS,7:30PM EST,15,22.0, , ,2024-11-06,5490,0,Kevon Looney,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5490,P,5.4,8.1,1.9,1.0,0.6,0.7,22.07,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
108,nba.p.5637,Buddy,Hield,SG,GS,BOS,GS@BOS,7:30PM EST,22,34.6, , ,2024-11-06,5637,0,Buddy Hield,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5637,P,21.9,4.3,2.4,1.1,0.6,1.1,34.66,38.0,41.4,33.9,36.7,20.2,49.44,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
109,nba.p.5739,Gary,Payton II,SF,GS,BOS,GS@BOS,7:30PM EST,12,11.5, , ,2024-11-06,5739,0,Gary Payton II,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,5739,P,4.9,1.6,1.4,0.9,0.1,0.4,11.52,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
110,nba.p.6057,De'Anthony,Melton,SG,GS,BOS,GS@BOS,7:30PM EST,19,15.6,INJ, ,2024-11-06,6057,0,De'Anthony Melton,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6057,P,6.3,1.3,2.7,1.0,0.7,1.0,16.01,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
111,nba.p.6549,Jonathan,Kuminga,PF,GS,BOS,GS@BOS,7:30PM EST,28,23.5, , ,2024-11-06,6549,0,Jonathan Kuminga,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6549,P,13.6,4.1,1.6,1.0,0.4,1.7,23.42,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
112,nba.p.6556,Moses,Moody,SG,GS,BOS,GS@BOS,7:30PM EST,13,15.3, , ,2024-11-06,6556,0,Moses Moody,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6556,P,10.6,1.7,1.4,0.4,0.1,1.1,15.14,15.7,12.0,14.3,22.9,3.4000000000000004,20.520000000000003,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
113,nba.p.6687,Lindy,Waters III,SF,GS,BOS,GS@BOS,7:30PM EST,10,13.0, , ,2024-11-06,6687,0,Lindy Waters III,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6687,P,6.1,2.1,1.7,0.4,0.1,0.0,12.67,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
114,nba.p.6745,Gui,Santos,SG,GS,BOS,GS@BOS,7:30PM EST,10,2.2, , ,2024-11-06,6745,0,Gui Santos,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6745,P,0.8,1.0,0.5,0.0,0.0,0.5,2.25,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
115,nba.p.6772,Pat,Spencer,PG,GS,BOS,GS@BOS,7:30PM EST,10,1.8, , ,2024-11-06,6772,0,Pat Spencer,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,6772,P,1.3,0.0,0.3,0.0,0.0,0.0,1.75,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
116,nba.p.10080,Trayce,Jackson-Davis,C,GS,BOS,GS@BOS,7:30PM EST,19,20.8, , ,2024-11-06,10080,0,Trayce Jackson-Davis,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,10080,P,9.4,4.9,2.6,0.1,0.6,0.4,20.88,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
117,nba.p.10115,Brandin,Podziemski,SG,GS,BOS,GS@BOS,7:30PM EST,20,23.6, , ,2024-11-06,10115,0,Brandin Podziemski,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,10115,P,9.3,5.3,4.0,0.7,0.6,1.9,23.66,10.3,27.0,32.1,39.1,14.0,32.81,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
118,nba.p.10308,Quinten,Post,C,GS,BOS,GS@BOS,7:30PM EST,10,0.0, , ,2024-11-06,10308,0,Quinten Post,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,10308,P,,,,,,,0.0,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
119,nba.p.10332,Reece,Beekman,PG,GS,BOS,GS@BOS,7:30PM EST,10,3.8, , ,2024-11-06,10332,0,Reece Beekman,119.97,103.03,123.12,108.92,,7.0,,1.0,,7.0,,1.0,,14.0,,-2.98,,11.02,,122.6,,108.7,,99.6,,0.259,,0.551,,0.531,,14.0,,25.1,,0.159,,77.7,,TD Garden,,38312.0,10332,P,1.0,0.5,0.5,0.5,0.0,0.0,3.85,,,,,,,0.95,1.0,1.1997,,2.947777777777778,1.4255555555555555,0.3392385978137957,0.7014809041309431,0.391255182811911,0.809041309431021,
120,nba.p.4245,Al,Horford,PF,BOS,GS,GS@BOS,7:30PM EST,20,22.2, , ,2024-11-06,4245,1,Al Horford,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,4245,P,7.9,4.7,2.4,1.1,0.7,0.6,21.94,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
121,nba.p.4622,Jrue,Holiday,PG,BOS,GS,GS@BOS,7:30PM EST,26,21.9, , ,2024-11-06,4622,1,Jrue Holiday,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,4622,P,13.0,3.6,3.1,0.3,0.3,1.6,22.17,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
122,nba.p.5464,Kristaps,Porzingis,C,BOS,GS,GS@BOS,7:30PM EST,34,36.8,INJ, ,2024-11-06,5464,1,Kristaps Porzingis,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,5464,P,,,,,,,0.0,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
123,nba.p.5602,Jaylen,Brown,SF,BOS,GS,GS@BOS,7:30PM EST,37,43.8,INJ, ,2024-11-06,5602,1,Jaylen Brown,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,5602,P,25.7,7.2,3.8,1.5,0.5,2.2,43.84,44.7,48.7,39.2,44.5,51.1,66.53,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,0.6637338553859637
124,nba.p.5765,Jayson,Tatum,PF,BOS,GS,GS@BOS,7:30PM EST,51,51.2, , ,2024-11-06,5765,1,Jayson Tatum,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,5765,P,30.0,7.4,5.1,1.9,0.5,2.5,51.23,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
125,nba.p.5842,Derrick,White,SG,BOS,GS,GS@BOS,7:30PM EST,30,35.6, , ,2024-11-06,5842,1,Derrick White,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,5842,P,19.0,4.4,4.1,1.0,1.1,1.3,35.43,43.2,36.6,32.9,32.1,34.6,52.84,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,0.6501592193937522
126,nba.p.5903,Luke,Kornet,C,BOS,GS,GS@BOS,7:30PM EST,10,17.3, , ,2024-11-06,5903,1,Luke Kornet,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,5903,P,5.3,4.5,1.5,0.6,1.0,0.5,17.25,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
127,nba.p.6418,Payton,Pritchard,PG,BOS,GS,GS@BOS,7:30PM EST,17,26.3, , ,2024-11-06,6418,1,Payton Pritchard,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6418,P,16.0,3.0,2.8,1.3,0.0,1.1,26.6,27.6,27.6,27.9,28.8,42.5,43.54,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,0.9454045201631106
128,nba.p.6427,Xavier,Tillman Sr.,C,BOS,GS,GS@BOS,7:30PM EST,15,7.7, , ,2024-11-06,6427,1,Xavier Tillman Sr.,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6427,P,2.1,2.9,0.9,0.4,0.0,0.4,7.73,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
129,nba.p.6570,Jaden,Springer,PG,BOS,GS,GS@BOS,7:30PM EST,10,3.6, , ,2024-11-06,6570,1,Jaden Springer,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6570,P,0.8,1.0,0.3,0.5,0.0,0.3,3.65,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
130,nba.p.6581,Neemias,Queta,C,BOS,GS,GS@BOS,7:30PM EST,11,12.7, , ,2024-11-06,6581,1,Neemias Queta,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6581,P,5.7,4.6,0.4,0.1,0.3,0.4,12.62,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
131,nba.p.6619,Sam,Hauser,SF,BOS,GS,GS@BOS,7:30PM EST,16,15.8, , ,2024-11-06,6619,1,Sam Hauser,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6619,P,7.8,4.2,1.2,0.4,0.2,0.6,15.84,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
132,nba.p.6743,JD,Davison,PG,BOS,GS,GS@BOS,7:30PM EST,10,1.6, , ,2024-11-06,6743,1,JD Davison,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,6743,P,1.0,0.3,0.3,0.3,0.0,1.3,1.41,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
133,nba.p.10075,Jordan,Walsh,PF,BOS,GS,GS@BOS,7:30PM EST,10,4.9, , ,2024-11-06,10075,1,Jordan Walsh,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,10075,P,1.4,1.1,0.1,0.4,0.3,0.3,4.67,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
134,nba.p.10206,Drew,Peterson,PF,BOS,GS,GS@BOS,7:30PM EST,10,4.6, , ,2024-11-06,10206,1,Drew Peterson,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,10206,P,0.0,0.5,0.0,0.5,1.0,0.5,4.6,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
135,nba.p.10277,Baylor,Scheierman,SG,BOS,GS,GS@BOS,7:30PM EST,11,2.9, , ,2024-11-06,10277,1,Baylor Scheierman,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,10277,P,1.3,1.3,0.0,0.0,0.0,0.0,2.86,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
136,nba.p.10321,Anton,Watson,PF,BOS,GS,GS@BOS,7:30PM EST,10,0.0, , ,2024-11-06,10321,1,Anton Watson,123.12,108.92,119.97,103.03,7.0,6.0,1.0,1.0,7.0,6.0,1.0,1.0,14.0,17.29,-2.98,-3.72,11.02,13.57,122.6,120.0,108.7,102.9,99.6,99.8,0.259,0.26,0.551,0.455,0.531,0.471,14.0,14.2,25.1,29.7,0.159,0.197,77.7,72.4,TD Garden,Chase Center,38312.0,54192.0,10321,P,,,,,,,0.0,,,,,,,0.95,1.0,1.2312,0.9969999999999999,1.4255555555555555,2.947777777777778,0.7014809041309431,0.3392385978137957,0.809041309431021,0.391255182811911,
